targetsDetected, destroyed, whereDestroyed.x, missionSuccess, decisionTimeAvg, decisionTimeVar
1,1,27,0,6.59995,72.8567
2,0,39,1,6.30935,60.9189
0,1,16,0,5.32427,47.0077
1,0,39,0,4.86538,33.3632
1,0,39,0,6.55021,54.8503
2,1,16,0,7.66305,97.3981
1,1,27,0,6.74206,62.9065
1,0,39,0,6.59262,57.8026
0,0,39,0,5.19132,36.0078
1,1,16,0,7.07166,69.4113
0,0,39,0,6.039,51.042
0,1,16,0,6.39376,49.1532
0,0,39,0,4.97971,39.8907
2,1,20,0,4.959,31.2965
1,0,39,0,6.21841,53.5262
0,0,39,0,5.58554,40.5043
0,1,8,0,3.85236,20.7073
1,1,8,0,6.702,58.485
1,0,39,0,6.25192,56.0168
2,1,20,0,4.61964,31.464
1,0,39,0,5.34615,40.3142
1,1,27,0,7.97202,88.0742
1,0,39,0,5.31746,39.2259
2,0,39,1,5.6087,41.6608
1,0,39,0,6.13544,45.794
2,1,20,0,5.91854,47.2255
1,0,39,0,7.47393,93.8809
1,0,39,0,6.5094,63.5468
0,0,39,0,5.16607,39.3615
1,1,16,0,4.66193,32.4711
0,1,16,0,6.70075,76.8062
2,0,39,1,5.40011,42.8107
1,1,8,0,2.99649,10.4738
2,0,39,1,5.23051,36.1193
1,1,16,0,6.20092,69.9791
2,0,39,1,5.85382,48.2694
1,0,39,0,5.22437,38.0096
1,0,39,0,5.73181,48.4926
1,1,8,0,7.21879,75.8221
2,0,39,1,6.30776,52.6425
1,0,39,0,5.0437,36.2295
1,1,16,0,4.90565,32.9882
1,0,39,0,5.7428,61.8814
1,0,39,0,6.80052,77.0045
2,1,22,0,4.83378,41.9528
1,0,39,0,4.9147,34.3359
0,1,16,0,4.68774,28.5226
2,0,39,1,5.44097,47.5809
0,0,39,0,5.45994,45.8745
2,0,39,1,6.46005,56.7191
0,1,8,0,6.40029,61.1922
2,0,39,1,5.81904,52.5694
2,1,20,0,6.536,66.7658
2,0,39,1,6.91492,80.4294
2,0,39,1,4.92784,36.6446
0,0,39,0,5.32775,40.3863
1,0,39,0,5.09552,40.9318
0,0,39,0,4.96589,39.622
1,0,39,0,5.8724,56.2777
0,1,27,0,5.14356,35.2473
0,1,20,0,6.16445,65.2836
0,1,20,0,4.97594,34.7728
1,1,27,0,6.69459,65.3119
1,0,39,0,4.76017,30.2202
0,1,8,0,8.43828,106.159
0,1,20,0,5.89686,46.1693
1,1,22,0,5.78192,50.7102
0,1,16,0,6.64879,62.9029
1,1,8,0,4.10069,41.3308
1,0,39,0,6.38189,57.4665
1,0,39,0,5.57557,46.7192
1,0,39,0,6.62994,65.505
2,0,39,1,7.32806,83.8373
0,0,39,0,6.36414,68.2133
0,0,39,0,5.73506,54.6057
1,0,39,0,5.11215,38.1361
3,0,39,1,5.22802,40.2746
1,0,39,0,5.51552,42.3041
1,1,27,0,5.93369,54.4618
1,1,20,0,5.77838,45.3653
1,1,16,0,5.26174,43.4169
0,0,39,0,4.82337,33.3026
3,1,20,0,5.99856,56.4468
2,0,39,1,6.01637,50.3269
1,0,39,0,5.98712,48.9807
0,1,8,0,5.20512,37.7577
1,0,39,0,6.65167,70.7057
1,1,8,0,7.21227,70.1577
1,0,39,0,6.57792,57.0447
1,0,39,0,6.9176,65.4967
1,0,39,0,6.50132,56.2427
2,0,39,1,6.02974,53.9368
0,1,8,0,5.76457,39.2725
0,0,39,0,5.22984,38.426
1,1,8,0,8.1473,79.4982
3,0,39,1,6.15277,60.3463
1,0,39,0,6.90575,73.7334
1,1,16,0,6.32782,48.251
1,0,39,0,5.95593,50.8589
2,1,27,0,5.87725,56.9677
0,0,39,0,5.42618,44.3069
0,1,8,0,5.24346,49.8751
1,1,20,0,5.43735,40.3047
3,0,39,1,6.01977,56.4145
0,0,39,0,5.59977,47.1499
1,1,16,0,6.74677,76.0188
0,1,27,0,7.58454,80.3436
2,0,39,1,5.88529,48.5806
0,0,39,0,6.08135,56.218
0,1,16,0,7.47686,80.6317
2,1,22,0,6.08425,56.2706
0,1,8,0,7.44138,83.5849
0,1,8,0,9.23222,110.499
0,0,39,0,6.56486,66.028
2,0,39,1,5.68766,43.6957
0,1,16,0,7.64038,94.6298
1,0,39,0,5.87366,47.0257
1,1,22,0,6.29438,55.0412
1,1,27,0,6.71273,71.8125
2,1,16,0,5.62854,52.3314
3,0,39,1,6.97443,77.5292
1,1,20,0,6.30398,69.2859
1,1,27,0,6.84168,66.635
1,0,39,0,5.21319,39.4757
2,1,22,0,6.26593,57.567
1,0,39,0,5.26183,41.1599
2,0,39,1,6.17535,49.5603
1,0,39,0,5.82323,48.4321
0,0,39,0,5.86676,53.0679
1,1,22,0,8.7336,114.236
2,0,39,1,6.68954,75.4604
0,1,8,0,4.92682,35.5242
1,1,8,0,5.09204,60.1986
1,1,8,0,7.4961,88.7993
0,1,20,0,4.81375,41.0065
2,0,39,1,7.24828,70.7717
0,1,16,0,5.83047,44.4074
0,0,39,0,6.74306,67.0166
2,0,39,1,7.6346,85.6147
4,0,39,1,5.63523,49.4099
0,0,39,0,6.26067,57.2288
2,0,39,1,7.14917,74.2523
1,0,39,0,4.67878,28.8623
1,1,20,0,7.75714,97.526
2,0,39,1,6.46309,67.3461
0,0,39,0,6.98923,68.7796
3,0,39,1,6.19114,56.456
1,1,16,0,5.54557,53.8659
0,1,20,0,5.47891,51.0012
0,1,27,0,4.96624,35.3008
0,0,39,0,5.6338,41.7361
2,0,39,1,5.76368,51.7585
0,0,39,0,5.96688,55.662
3,0,39,1,5.65414,49.6868
1,1,20,0,5.07463,42.0301
2,0,39,1,5.37917,40.1046
1,1,16,0,7.11777,72.015
0,0,39,0,5.56718,45.6394
0,1,16,0,6.93518,66.5203
2,0,39,1,6.34023,62.6526
1,1,16,0,7.22124,82.5624
1,0,39,0,5.1135,34.3802
1,0,39,0,6.67651,67.0139
3,0,39,1,5.41544,39.5776
1,0,39,0,6.16868,56.4133
1,0,39,0,5.41524,37.038
0,1,16,0,7.31098,76.7269
1,0,39,0,5.83529,49.7324
0,0,39,0,5.98324,60.9544
2,0,39,1,5.41947,43.0551
2,0,39,1,5.24294,45.6659
0,0,39,0,5.69529,49.1913
0,1,8,0,5.15799,37.9887
2,0,39,1,4.83383,36.0205
1,0,39,0,7.17222,77.7535
1,1,16,0,5.5836,50.6935
0,0,39,0,6.76249,69.6766
1,1,27,0,6.8257,73.4519
4,0,39,1,6.67739,69.6659
1,0,39,0,4.63339,29.7775
3,0,39,1,5.31743,43.1542
1,1,8,0,4.53564,29.6176
2,0,39,1,6.65747,63.7833
1,0,39,0,5.30186,35.5341
0,1,16,0,6.51225,61.1716
0,0,39,0,6.91412,76.9479
0,1,8,0,9.43001,113.826
1,0,39,0,6.41348,61.0995
0,0,39,0,5.94499,46.2701
1,1,16,0,6.05929,52.8205
1,0,39,0,5.75314,44.9222
2,0,39,1,6.30166,69.6666
2,0,39,1,6.06466,51.3975
1,0,39,0,5.95177,51.23
1,1,16,0,8.1486,97.2738
3,0,39,1,4.84487,34.6872
1,1,27,0,5.85725,47.4714
1,0,39,0,5.06607,39.8341
3,0,39,1,6.02611,50.8193
1,1,22,0,8.28813,103.304
0,1,8,0,6.41167,82.2737
1,1,20,0,7.32921,87.4425
2,0,39,1,5.72042,48.3323
3,0,39,1,5.21566,41.4208
0,0,39,0,6.00507,54.1178
2,0,39,1,5.70849,42.7118
0,1,8,0,5.85096,76.5757
0,1,16,0,5.3562,48.1404
3,0,39,1,7.71901,93.5622
0,0,39,0,5.67376,44.022
2,0,39,1,6.59302,69.3737
0,0,39,0,6.93443,74.1566
1,1,8,0,8.23374,99.629
1,0,39,0,6.48034,60.9964
0,1,16,0,5.66649,55.224
1,1,8,0,6.6933,73.6756
2,0,39,1,6.51852,60.3382
2,0,39,1,7.11084,81.2204
1,1,22,0,6.78438,68.5479
1,1,16,0,7.02335,87.1957
0,0,39,0,6.38597,55.4205
2,0,39,1,6.45796,57.4701
1,1,20,0,4.99908,35.8658
1,1,8,0,6.07954,70.7143
1,0,39,0,6.13259,60.3208
1,1,27,0,7.51378,86.4053
2,0,39,1,7.36901,83.553
0,0,39,0,5.86644,46.9605
2,0,39,1,7.59679,88.9898
2,0,39,1,5.49666,58.3941
1,0,39,0,5.88365,45.5311
2,0,39,1,6.29862,61.1677
1,0,39,0,5.77441,54.4889
0,1,16,0,6.52042,79.357
2,0,39,1,6.56705,58.815
0,1,16,0,5.64046,48.6323
3,0,39,1,6.50463,64.687
2,0,39,1,6.40297,63.8571
2,0,39,1,5.78452,48.5637
0,1,8,0,5.09914,43.532
1,0,39,0,7.13387,69.958
0,0,39,0,5.83429,47.824
2,0,39,1,5.42826,36.9428
2,0,39,1,6.05826,62.2312
1,1,8,0,7.96517,87.517
0,1,8,0,6.24027,54.2293
2,0,39,1,6.84578,69.5637
1,0,39,0,5.09977,41.703
0,0,39,0,5.95337,51.6103
2,0,39,1,4.76271,32.7768
1,1,16,0,5.24433,33.8511
0,0,39,0,4.65587,32.1312
1,0,39,0,5.62295,55.2048
2,0,39,1,6.18509,60.5151
2,0,39,1,6.43728,60.2904
1,0,39,0,6.02293,57.2785
3,0,39,1,5.37682,38.9447
0,1,16,0,5.62843,44.6687
1,1,8,0,7.49679,74.291
1,0,39,0,5.16754,41.484
1,1,22,0,6.75584,72.4169
